datetime,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_4
2007-01-28,2.1474652,0.106670834,240.30212,9.133611,3466.0,3997.0,12062.0,32014.166
2007-01-29,1.37685,0.11506667,240.9296,5.788889,1123.0,294.0,15254.0,16373.4
2007-01-30,1.1859708,0.12564862,241.84088,5.0281944,1123.0,1424.0,8149.0,17767.3
2007-01-31,1.6414944,0.12915833,239.92113,6.923611,0.0,5950.0,15052.0,18393.867
2007-02-01,1.2671944,0.10435,240.39214,5.3325,1170.0,386.0,13145.0,15711.667
2007-02-02,1.15815,0.096904166,240.3344,4.8708334,0.0,356.0,11338.0,16101.6
2007-02-03,2.798418,0.17071112,238.9102,11.815972,4746.0,4573.0,17834.0,40009.035
2007-02-04,2.4971805,0.12950972,239.63333,10.565416,3391.0,4597.0,14472.0,37472.332
2007-02-05,1.1425556,0.102241665,240.81032,4.8204165,896.0,2564.0,7849.0,16112.333
2007-02-06,0.8843611,0.099004164,241.26416,3.7719445,1185.0,405.0,4517.0,15117.667
2007-02-07,1.6166792,0.12340833,241.14969,6.7916665,3299.0,3513.0,11986.0,20002.3
2007-02-08,1.2509819,0.09645556,241.7973,5.2483335,2226.0,366.0,10157.0,17274.566
2007-02-09,1.1251374,0.109768055,241.74045,4.7272224,0.0,3045.0,9770.0,14188.3
2007-02-10,1.9648111,0.13400972,240.03682,8.30375,5071.0,2831.0,14405.0,24848.467
2007-02-11,2.4800193,0.14188473,239.50615,10.526806,2430.0,4765.0,13114.0,39211.465
2007-02-12,1.3038958,0.09493333,240.0985,5.5034723,2227.0,399.0,11517.0,17150.5
2007-02-13,0.9823236,0.093526386,241.16685,4.14375,0.0,2828.0,6256.0,14491.767
2007-02-14,1.7351888,0.14062917,240.37538,7.315139,3295.0,3793.0,11579.0,22977.533
2007-02-15,1.3787125,0.11525278,240.66922,5.8202777,0.0,2363.0,14028.0,16698.1
2007-02-16,1.182311,0.1053375,240.82094,5.046528,1148.0,859.0,8689.0,17679.467
2007-02-17,1.4423,0.16595,239.31604,6.1291666,1765.0,2226.0,7157.0,23467.2
2007-02-18,2.6595569,0.17744583,239.1708,11.238889,6107.0,8003.0,13129.0,36590.367
2007-02-19,1.518482,0.12262778,239.78958,6.442222,1634.0,2900.0,13085.0,18824.566
2007-02-20,2.18745,0.12997083,239.86545,9.168472,2058.0,5191.0,9713.0,35536.8
2007-02-21,1.4394958,0.13185416,240.46097,6.0744443,3527.0,2332.0,11548.0,17140.9
2007-02-22,2.3441458,0.095884725,238.62021,9.874861,1409.0,4129.0,12285.0,38436.5
2007-02-23,0.9121389,0.10371111,240.68596,3.8254166,0.0,503.0,10786.0,10602.333
2007-02-24,0.4964736,0.0848625,239.8631,2.0858333,0.0,363.0,3562.0,7990.3667
2007-02-25,0.34843054,0.07898334,241.68155,1.4622222,0.0,329.0,1660.0,6373.3335
2007-02-26,0.39478055,0.07519445,241.27359,1.6588889,0.0,331.0,2830.0,6313.7334
2007-02-27,0.3598,0.07861389,242.94427,1.5245833,0.0,314.0,1924.0,6397.2
2007-02-28,0.36164862,0.07873055,242.15959,1.5284722,0.0,340.0,1973.0,6366.567
2007-03-01,0.35941944,0.07474167,241.3214,1.5088888,0.0,316.0,1980.0,6330.067
2007-03-02,0.35811666,0.074311115,240.5916,1.5068055,0.0,340.0,1969.0,6285.8
2007-03-03,0.5688347,0.09374444,241.28809,2.4011111,0.0,347.0,4597.0,8708.033
2007-03-04,1.451875,0.12200139,240.0298,6.1581945,1476.0,8711.0,9408.0,15250.0
2007-03-05,1.8474528,0.143025,240.03091,7.8402777,5727.0,12109.0,10026.0,16476.867
2007-03-06,0.865625,0.12926945,240.98807,3.6956944,0.0,1740.0,4700.0,14335.0
2007-03-07,1.6494486,0.11888889,240.32356,6.935,1076.0,4761.0,15513.0,18236.768
2007-03-08,1.0917584,0.13014166,240.66542,4.6651387,2180.0,3385.0,6655.0,13982.2
2007-03-09,0.8837583,0.082804166,240.88846,3.73125,1093.0,345.0,8631.0,11141.2
2007-03-10,1.7254944,0.16911666,239.80283,7.341944,4130.0,5422.0,10979.0,20880.867
2007-03-11,2.4171083,0.12039861,240.0073,10.121528,4810.0,3420.0,9500.0,40280.6
2007-03-12,1.3546306,0.093348615,240.55872,5.728472,1403.0,2841.0,12353.0,15914.134
2007-03-13,0.89593333,0.08799861,240.89796,3.8056943,1350.0,3859.0,5323.0,10970.4
2007-03-14,1.2453916,0.10939028,240.7773,5.2675,3485.0,480.0,8607.0,17317.4
2007-03-15,1.3088986,0.11064306,240.28049,5.5231943,0.0,3263.0,11036.0,17114.566
2007-03-16,1.1819819,0.09042222,239.52713,4.992361,1106.0,4604.0,5370.0,17287.566
2007-03-17,1.4083959,0.08824167,238.22466,5.946111,2208.0,359.0,12275.0,18959.5
2007-03-18,1.6465597,0.16767362,241.04782,7.0079165,6564.0,7369.0,5856.0,19728.434
2007-03-19,1.4948041,0.10053056,240.49709,6.2819443,1648.0,2686.0,14118.0,17423.3
2007-03-20,1.4487695,0.11449306,240.81564,6.15125,3745.0,2837.0,11255.0,16933.467
2007-03-21,1.4875638,0.0991875,240.98665,6.237222,1865.0,4133.0,12335.0,17368.533
2007-03-22,1.0104014,0.07904583,241.76353,4.2230554,353.0,736.0,10462.0,12698.634
2007-03-23,0.90903336,0.08297778,241.64548,3.80375,1127.0,777.0,8369.0,11543.8
2007-03-24,2.0614097,0.13265556,239.70447,8.703333,3707.0,5797.0,16382.0,23587.834
2007-03-25,2.317018,0.16395834,240.0348,9.716666,4630.0,3600.0,9358.0,38020.434
2007-03-26,0.9833903,0.11178195,241.3368,4.1830554,1088.0,344.0,9096.0,13073.366
2007-03-27,0.7674583,0.10536528,240.60197,3.2965279,0.0,3019.0,3697.0,11703.0
2007-03-28,1.6207625,0.13647084,240.44461,6.8545833,1122.0,8527.0,13888.0,15361.3
2007-03-29,1.1044486,0.13798334,240.53668,4.6768055,1162.0,460.0,10724.0,14160.767
2007-03-30,0.9738847,0.12578334,241.03923,4.1895833,1094.0,468.0,8217.0,13594.233
2007-03-31,2.4371598,0.16076666,239.26077,10.264722,2620.0,7707.0,17682.0,30482.834
2007-04-01,1.9346889,0.1406611,240.02449,8.149445,4629.0,5401.0,19509.0,16893.533
2007-04-02,1.3616514,0.12106667,240.46011,5.712639,1755.0,970.0,16641.0,13313.634
2007-04-03,1.1408472,0.117194444,240.50496,4.84625,3630.0,1042.0,7637.0,15071.333
2007-04-04,1.4249083,0.11966528,240.33179,5.98625,3434.0,420.0,14748.0,15595.8
2007-04-05,1.2806097,0.16981806,241.17311,5.4915276,1086.0,4277.0,10523.0,14848.634
2007-04-06,1.1119028,0.099454165,241.18445,4.688611,0.0,5466.0,9166.0,12053.667
2007-04-07,1.0791138,0.09634028,240.37859,4.5645833,1127.0,3111.0,5923.0,15737.733
2007-04-08,1.1172333,0.0943625,240.34918,4.719861,0.0,485.0,3545.0,22783.6
2007-04-09,0.6950833,0.1111875,240.55049,2.9745834,2667.0,514.0,3801.0,9700.0
2007-04-10,0.5398361,0.103430554,240.8137,2.347361,209.0,742.0,2572.0,9433.066
2007-04-11,0.61630696,0.13364306,241.15483,2.61875,0.0,1112.0,6421.0,7258.3667
2007-04-12,0.37340695,0.10264722,240.25606,1.5979167,0.0,541.0,1818.0,6602.7666
2007-04-13,0.38265416,0.10530555,240.05049,1.6433333,0.0,558.0,1988.0,6637.7
2007-04-14,0.38490835,0.1080625,240.31314,1.6513889,0.0,578.0,2008.0,6651.8
2007-04-15,0.50428057,0.11912778,240.2367,2.1865277,0.0,1026.0,2893.0,8183.7334
2007-04-16,0.66138196,0.12921806,240.65714,2.8725,952.0,1305.0,4656.0,8960.167
2007-04-17,0.84981525,0.15163472,240.19566,3.6908333,1532.0,389.0,6199.0,12275.566
2007-04-18,0.6932264,0.11473889,240.14677,2.9954166,1579.0,355.0,3430.0,11273.434
2007-04-19,0.7143458,0.103930555,240.42984,3.0558333,733.0,1605.0,5748.0,9058.3
2007-04-20,0.57123613,0.101143055,240.13289,2.4948611,1069.0,360.0,3499.0,8781.667
2007-04-21,1.1622611,0.14767917,239.21324,5.0356946,6575.0,463.0,11129.0,9727.267
2007-04-22,1.5511903,0.18555139,239.60889,6.6884723,4264.0,2287.0,11102.0,19575.566
2007-04-23,0.7323375,0.09419444,237.23564,3.2641666,1402.0,506.0,6005.0,9663.1
2007-04-24,0.71673614,0.09393334,235.34492,3.1448612,1125.0,527.0,6680.0,8869.667
2007-04-25,0.8778903,0.1144,234.94112,3.8580556,0.0,1469.0,8812.0,10788.366
2007-04-26,0.8857403,0.113615274,234.7873,3.92375,1324.0,1845.0,7163.0,10925.767
2007-04-27,0.7599528,0.11245,235.21617,3.3125,1772.0,545.0,4756.0,11165.866
2007-04-28,0.5006153,0.20695278,236.20714,2.2355556,0.0,18.0,0.0,11996.767
2007-04-29,0.492,0.208,236.24,2.2,0.0,0.0,0.0,11808.0
2007-04-30,0.5874375,0.17460416,235.69202,2.6156945,1214.0,500.0,1131.0,11253.5
2007-05-01,1.1554569,0.12611666,234.6787,5.0733333,4005.0,995.0,8546.0,14184.967
2007-05-02,0.69686526,0.111175,235.58208,3.141528,7.0,1490.0,3754.0,11473.767
2007-05-03,0.7571097,0.10482083,235.13489,3.307639,1906.0,1725.0,7836.0,6703.6333
2007-05-04,0.69314444,0.121347226,235.71019,3.0780556,2259.0,538.0,3990.0,9848.467
2007-05-05,1.0854528,0.12090417,235.03502,4.736111,2913.0,2493.0,11303.0,9341.866
2007-05-06,1.4597944,0.12662223,234.40965,6.4090276,3215.0,949.0,10095.0,20776.066
2007-05-07,1.1414334,0.11730417,234.53697,4.9809723,946.0,4935.0,9433.0,12080.4
2007-05-08,1.2425638,0.12611945,234.90623,5.356389,4581.0,2011.0,8777.0,14452.533
2007-05-09,1.1567612,0.12741944,234.87372,5.0561113,3018.0,5631.0,9474.0,9639.267
2007-05-10,0.49158612,0.11688472,235.79626,2.2068055,946.0,534.0,3261.0,7057.067
2007-05-11,0.67996806,0.09173334,235.22975,3.027639,926.0,491.0,6471.0,8431.233
2007-05-12,1.0010875,0.14525834,234.7229,4.3605556,2247.0,1075.0,10408.0,10296.1
2007-05-13,1.1352347,0.15324305,235.70871,4.9691668,3612.0,2414.0,8958.0,12261.634
2007-05-14,1.0192931,0.20732778,235.69006,4.574167,3176.0,2417.0,5517.0,13353.033
2007-05-15,0.62805,0.077209726,235.612,2.7333333,0.0,408.0,5318.0,9347.2
2007-05-16,1.1756556,0.094370835,235.26082,5.0718055,2213.0,5756.0,9077.0,11169.733
2007-05-17,0.8554278,0.09110278,235.86845,3.7209723,1014.0,2073.0,7687.0,9756.267
2007-05-18,1.1330069,0.11892917,235.9946,4.8766665,3270.0,3913.0,8116.0,11893.167
2007-05-19,0.99266803,0.11656806,234.94472,4.3193054,4683.0,530.0,7022.0,11589.033
2007-05-20,1.3668945,0.13023056,235.34811,5.941528,5420.0,1733.0,7611.0,18041.467
2007-05-21,0.7778208,0.08144444,234.69191,3.3386111,0.0,468.0,9060.0,9139.7
2007-05-22,0.78670275,0.089525,235.48058,3.399861,931.0,3966.0,3984.0,9999.866
2007-05-23,1.0173167,0.115193054,234.8125,4.3975,956.0,3792.0,8119.0,11548.6
2007-05-24,0.80165833,0.09413889,235.54607,3.4620833,955.0,4116.0,4746.0,9422.8
2007-05-25,1.1209861,0.12124167,234.4472,4.863472,8060.0,586.0,6539.0,11718.667
2007-05-26,1.0501722,0.121,235.06989,4.562778,2373.0,2754.0,8628.0,11449.134
2007-05-27,1.4957,0.15270416,234.90843,6.506528,4366.0,5534.0,10444.0,15552.8
2007-05-28,1.1371305,0.10493056,234.90657,4.9219446,4554.0,473.0,9586.0,12678.134
2007-05-29,0.73704165,0.07864167,235.69435,3.2072222,0.0,1907.0,4332.0,11450.0
2007-05-30,1.1179625,0.10212361,234.83139,4.828472,2250.0,5948.0,7804.0,10829.1
2007-05-31,0.65177083,0.08999028,235.09653,2.7918055,935.0,477.0,3552.0,10678.5
2007-06-01,0.7259542,0.09959722,235.32306,3.135,0.0,483.0,7664.0,9275.9
2007-06-02,1.0308069,0.11535278,234.46902,4.4740276,3971.0,1250.0,7633.0,11885.366
2007-06-03,1.4639069,0.12670694,234.76237,6.3529167,4985.0,7529.0,8334.0,14285.767
2007-06-04,0.6330681,0.15499444,234.74806,2.8222222,1585.0,836.0,4533.0,8239.634
2007-06-05,1.0131195,0.17756389,234.69276,4.465139,4484.0,1027.0,6448.0,12355.867
2007-06-06,1.1774806,0.1605125,234.62143,5.1109724,3330.0,829.0,11680.0,12420.533
2007-06-07,0.68402916,0.11967639,234.4788,2.982361,985.0,699.0,3959.0,10773.7
2007-06-08,1.4916986,0.15953611,236.19745,6.4481945,2799.0,11440.0,11380.0,10181.767
2007-06-09,0.75904167,0.16023333,240.72414,3.2668056,852.0,599.0,6590.0,10176.0
2007-06-10,0.93111944,0.16603611,240.84428,4.0056944,4202.0,1924.0,5983.0,10237.866
2007-06-11,0.55184305,0.1351625,240.85675,2.4179168,0.0,487.0,5328.0,7429.2334
2007-06-12,0.63803196,0.1502889,240.2249,2.858611,1882.0,475.0,3898.0,9057.767
2007-06-13,0.6439389,0.144625,240.3976,2.8175,957.0,857.0,5216.0,8424.533
2007-06-14,0.8743639,0.1609,239.84778,3.7833333,3322.0,2147.0,7054.0,8461.733
2007-06-15,0.687225,0.17483473,240.46439,3.06625,2269.0,4011.0,4547.0,5666.4
2007-06-16,1.4012237,0.21358195,239.5017,5.975,3289.0,4498.0,11108.0,14734.366
2007-06-17,1.3521458,0.1665375,240.21918,5.7693057,4124.0,5038.0,8734.0,14555.5
2007-06-18,0.4711625,0.1255625,240.7762,2.07875,0.0,529.0,4241.0,6537.9
2007-06-19,0.58694446,0.13067083,240.26665,2.5652778,973.0,537.0,4391.0,8185.6665
2007-06-20,0.74603194,0.15784861,240.15617,3.3068056,1761.0,2588.0,5106.0,8449.767
2007-06-21,0.56037915,0.15454583,240.57495,2.5008333,932.0,2400.0,3711.0,6406.1
2007-06-22,0.39325973,0.14480972,240.83563,1.8073611,0.0,951.0,3482.0,5005.2334
2007-06-23,0.33164304,0.1341111,240.31897,1.5356945,0.0,786.0,2402.0,4771.4336
2007-06-24,0.4962889,0.124556944,241.13222,2.207639,0.0,791.0,3449.0,7670.933
2007-06-25,0.74458474,0.13699305,240.42226,3.25,1985.0,3621.0,4816.0,7448.033
2007-06-26,0.6561861,0.12668055,240.09451,2.8770833,971.0,1334.0,5231.0,8212.467
2007-06-27,1.0283514,0.14374861,239.7584,4.429167,2603.0,6451.0,7270.0,8356.434
2007-06-28,0.89960974,0.15100417,239.42366,3.8895833,0.0,4368.0,9541.0,7681.6333
2007-06-29,0.9058625,0.14319028,240.17949,3.9405556,4363.0,667.0,6797.0,9913.7
2007-06-30,0.9273014,0.1308014,240.01161,3.9715278,3049.0,792.0,8376.0,10038.233
2007-07-01,0.71296114,0.11975556,240.06715,3.0806944,969.0,736.0,4690.0,10716.066
2007-07-02,0.67155,0.12286389,240.67181,2.9277778,1018.0,5281.0,3445.0,6373.2
2007-07-03,0.73605,0.12523472,240.18694,3.2306945,467.0,3214.0,4695.0,9289.2
2007-07-04,0.6968125,0.17592639,240.65964,3.0954168,2329.0,2218.0,5632.0,6544.5
2007-07-05,0.73422915,0.17133056,240.44444,3.2331944,2922.0,770.0,3973.0,9956.5
2007-07-06,0.742725,0.15232639,240.59946,3.2686112,2826.0,3563.0,4005.0,7431.4
2007-07-07,0.9431986,0.14864166,239.91014,4.034861,997.0,3047.0,10177.0,8415.767
2007-07-08,0.7563056,0.13675,240.3389,3.2893054,1825.0,2831.0,5277.0,8218.333
2007-07-09,0.81955415,0.1197375,240.61765,3.51625,923.0,594.0,9386.0,8766.3
2007-07-10,0.6307806,0.12239166,239.98306,2.786111,67.0,2227.0,4631.0,8213.733
2007-07-11,0.50163335,0.10684445,241.03003,2.1994445,1015.0,647.0,5284.0,5093.2
2007-07-12,0.74276525,0.14520694,240.76462,3.233611,1029.0,2550.0,6419.0,7828.3667
2007-07-13,0.55165416,0.1435375,240.85481,2.4508333,0.0,633.0,4427.0,8179.7
2007-07-14,0.8945625,0.17947917,241.29189,3.8940277,3775.0,1968.0,6604.0,9122.5
2007-07-15,0.7202639,0.2047014,240.565,3.230139,862.0,632.0,5585.0,10207.333
2007-07-16,0.59282917,0.16247222,236.50723,2.6605556,830.0,695.0,4176.0,8526.9
2007-07-17,0.49974445,0.12228333,234.74126,2.27625,848.0,694.0,3335.0,7116.8667
2007-07-18,0.5257514,0.10869028,231.08823,2.3868055,909.0,671.0,4628.0,6410.033
2007-07-19,0.47075418,0.12986945,234.26186,2.143889,1068.0,703.0,3130.0,6397.1
2007-07-20,0.7711264,0.15494305,235.56891,3.4516666,2111.0,2418.0,4765.0,9213.033
2007-07-21,0.73628336,0.1639986,234.25662,3.2915277,428.0,512.0,7756.0,8974.8
2007-07-22,0.95643055,0.1519139,235.96205,4.228472,7091.0,2136.0,5573.0,8154.3335
2007-07-23,0.688207,0.099840276,234.50087,3.0759723,1747.0,1288.0,3847.0,9634.967
2007-07-24,0.5731139,0.07834028,235.36304,2.5509722,0.0,1607.0,5599.0,6548.7334
2007-07-25,0.32816666,0.0751625,235.64105,1.4793056,0.0,151.0,2333.0,5392.0
2007-07-26,0.6420139,0.079925,234.94373,2.8381944,975.0,3633.0,4346.0,6454.3335
2007-07-27,0.8350792,0.08365,235.55368,3.6233335,1837.0,49.0,7157.0,10998.9
2007-07-28,1.1262931,0.12411805,235.50723,4.9416666,907.0,10265.0,6559.0,9300.033
2007-07-29,0.22299722,0.08234444,235.71204,1.0334722,0.0,0.0,1288.0,4063.9333
2007-07-30,0.32417777,0.089925,235.53023,1.4672222,0.0,0.0,2528.0,5252.2666
2007-07-31,0.56411946,0.10124028,234.91481,2.5025,3277.0,0.0,3575.0,6686.8667
2007-08-01,0.7392333,0.10080556,235.03107,3.2205555,1583.0,0.0,9812.0,6346.6
2007-08-02,0.70792776,0.1006625,234.85658,3.0870833,482.0,0.0,6869.0,9639.267
2007-08-03,0.73844725,0.087075,234.48561,3.2072222,958.0,0.0,9139.0,7625.7334
2007-08-04,0.7951319,0.096684724,235.25722,3.452361,552.0,398.0,7966.0,10167.167
2007-08-05,0.5465958,0.1050375,235.11526,2.4368055,169.0,0.0,6647.0,6302.3
2007-08-06,0.75675,0.10724583,234.70274,3.3170834,1096.0,0.0,7985.0,9081.0
2007-08-07,1.0302639,0.091098614,234.55388,4.4259725,437.0,2168.0,9042.0,13079.333
2007-08-08,0.78158474,0.08270556,234.51237,3.3805556,1055.0,1111.0,9660.0,6932.033
2007-08-09,0.7442222,0.07602361,234.21439,3.272361,182.0,4515.0,6646.0,6518.3335
2007-08-10,0.71389586,0.081705555,234.48882,3.129722,336.0,2651.0,8287.0,5859.5
2007-08-11,0.75809026,0.08039583,234.98018,3.2856944,1180.0,910.0,10339.0,5765.1665
2007-08-12,0.8624333,0.08873333,235.66486,3.7427778,1123.0,1156.0,8582.0,9837.4
2007-08-13,0.80070275,0.09093056,235.21657,3.44875,93.0,476.0,11101.0,7546.8667
2007-08-14,0.65360415,0.09167361,237.07639,2.8541667,951.0,685.0,6256.0,7794.5
2007-08-15,0.8276805,0.11094722,239.99341,3.5420833,338.0,508.0,9787.0,9231.333
2007-08-16,0.66562223,0.09134167,239.73766,2.843889,962.0,0.0,7476.0,7536.933
2007-08-17,0.7013139,0.08846389,240.49405,2.9815278,244.0,0.0,7769.0,8818.533
2007-08-18,0.24163888,0.08280556,241.27963,1.0788889,0.0,0.0,1830.0,3969.3333
2007-08-19,0.98770416,0.111123614,239.95367,4.2619443,1025.0,8912.0,5989.0,7778.9
2007-08-20,0.9297514,0.10825,241.30069,3.9633334,1032.0,6965.0,7383.0,6934.033
2007-08-21,0.44621944,0.109241664,240.57306,1.9611111,0.0,38.0,3296.0,7375.2666
2007-08-22,0.84014446,0.107144445,240.81732,3.57125,3048.0,1836.0,7241.0,8038.467
2007-08-23,0.7724389,0.10969028,240.64731,3.3302777,2502.0,259.0,5342.0,10435.533
2007-08-24,1.15035,0.18250833,240.4948,4.936111,1891.0,3784.0,9944.0,11989.4
2007-08-25,0.79922223,0.18926944,239.85983,3.55375,4149.0,2191.0,5678.0,7163.3335
2007-08-26,0.91312915,0.20790833,239.95091,4.012639,1541.0,3645.0,5658.0,11071.1
2007-08-27,0.8414792,0.20769723,239.92358,3.69125,2305.0,1229.0,6344.0,10317.5
2007-08-28,0.6923639,0.12577361,239.54988,2.9961112,1038.0,2468.0,5483.0,7627.7334
2007-08-29,0.51943886,0.12182361,240.745,2.2795832,957.0,562.0,4932.0,6015.533
2007-08-30,0.8350403,0.13267222,240.57318,3.6043055,3822.0,2580.0,4221.0,9417.967
2007-08-31,0.8887653,0.13003889,239.9857,3.7884722,1200.0,666.0,8738.0,10726.366
2007-09-01,1.1815875,0.20128195,239.35574,5.065417,2497.0,569.0,9733.0,15559.1
2007-09-02,1.1544917,0.16083194,240.04533,5.0172224,3613.0,1617.0,8806.0,13671.8
2007-09-03,0.72147363,0.13084862,239.62035,3.1306944,621.0,2515.0,5323.0,8856.366
2007-09-04,1.1006556,0.12474028,239.65967,4.7559724,2928.0,3501.0,9821.0,10165.733
2007-09-05,0.85873055,0.103377774,239.14816,3.697639,0.0,4144.0,6705.0,9760.533
2007-09-06,0.6260236,0.1194625,239.34004,2.7522223,0.0,3888.0,3461.0,7675.567
2007-09-07,0.9281222,0.12620695,239.03171,4.007222,3632.0,551.0,9388.0,8703.934
2007-09-08,1.0206611,0.12939583,239.73044,4.3919444,3339.0,1801.0,9164.0,10191.866
2007-09-09,1.1663208,0.14524445,238.92215,5.0540276,2184.0,4438.0,9233.0,12136.7
2007-09-10,0.77595556,0.1232625,239.38866,3.36375,935.0,595.0,5613.0,11479.934
2007-09-11,0.6830361,0.10539167,240.07199,2.9520833,943.0,550.0,5792.0,9107.866
2007-09-12,0.89428055,0.119301386,240.01506,3.86,0.0,3217.0,7755.0,10490.733
2007-09-13,0.7960986,0.11524861,239.30983,3.4644444,1175.0,2523.0,3853.0,11555.366
2007-09-14,0.7885208,0.12717083,239.3019,3.4447222,901.0,676.0,5804.0,11543.5
2007-09-15,0.76063335,0.1281014,240.00197,3.2781944,0.0,1449.0,6464.0,10342.2
2007-09-16,1.1473777,0.13357778,239.56047,4.96625,3118.0,3064.0,9310.0,12045.066
2007-09-17,1.0147125,0.14049584,239.2148,4.413472,6651.0,926.0,6279.0,10497.1
2007-09-18,0.8107778,0.102175,238.26068,3.5127778,1888.0,2029.0,5425.0,10116.667
2007-09-19,0.9018639,0.1054125,240.3052,3.8833334,0.0,2743.0,7937.0,10964.733
2007-09-20,0.8718972,0.09229722,239.71498,3.7209723,1056.0,489.0,9996.0,9384.533
2007-09-21,0.8602639,0.10613472,239.38147,3.7326388,3130.0,2745.0,6316.0,8455.333
2007-09-22,0.8167861,0.12738334,239.48303,3.5151389,944.0,1311.0,7688.0,9659.866
2007-09-23,0.9847014,0.16873194,239.50043,4.28,2831.0,1929.0,7382.0,11490.833
2007-09-24,0.9406458,0.13723889,238.6006,4.07875,929.0,3935.0,7955.0,9756.5
2007-09-25,1.2252375,0.09033194,238.09961,5.206389,916.0,2253.0,9820.0,16416.7
2007-09-26,1.2705083,0.117519446,239.41978,5.390972,1058.0,9417.0,5695.0,14322.2
2007-09-27,0.96708333,0.10465972,239.56706,4.077778,1066.0,643.0,7324.0,14177.0
